date,store_id,product_id,stock_quantity
2026-07-23,S101,P102,51
2026-07-24,S101,P102,50
2026-07-25,S101,P102,50
2026-07-26,S101,P102,49
2026-07-27,S101,P102,45
2026-07-28,S101,P102,45
2026-07-29,S101,P102,45
2026-07-30,S101,P102,42
2026-07-31,S101,P102,42
2026-08-01,S101,P102,38
2026-08-02,S101,P102,37
2026-08-03,S101,P102,36
2026-08-04,S101,P102,33
2026-08-05,S101,P102,29
2026-08-06,S101,P102,28
2026-08-07,S101,P102,26
2026-08-08,S101,P102,22
2026-08-09,S101,P102,18
2026-08-10,S101,P102,15
2026-08-11,S101,P102,14
2026-08-12,S101,P102,10
2026-08-13,S101,P102,9
2026-08-14,S101,P102,7
2026-08-15,S101,P102,5
2026-08-16,S101,P102,5
2026-08-17,S101,P102,52
2026-08-18,S101,P102,48
2026-08-19,S101,P102,45
2026-08-20,S101,P102,45
2026-08-21,S101,P102,44
2026-08-22,S101,P102,43
2026-08-23,S101,P102,43
2026-08-24,S101,P102,41
2026-08-25,S101,P102,41
2026-08-26,S101,P102,37
2026-08-27,S101,P102,33
2026-08-28,S101,P102,32
2026-08-29,S101,P102,28
2026-08-30,S101,P102,27
2026-08-31,S101,P102,77
2026-09-01,S101,P102,77
2026-09-02,S101,P102,77
2026-09-03,S101,P102,76
2026-09-04,S101,P102,76
2026-09-05,S101,P102,76
2026-06-08,S101,P103,150
2026-06-09,S101,P103,149
2026-06-10,S101,P103,148
2026-06-11,S101,P103,147
2026-06-12,S101,P103,146
2026-06-13,S101,P103,145
2026-06-14,S101,P103,144
2026-06-15,S101,P103,143
2026-06-16,S101,P103,142
2026-06-17,S101,P103,141
2026-06-18,S101,P103,140
2026-06-19,S101,P103,139
2026-06-20,S101,P103,138
2026-06-21,S101,P103,137
2026-06-22,S101,P103,136
2026-06-23,S101,P103,135
2026-06-24,S101,P103,134
2026-06-25,S101,P103,133
2026-06-26,S101,P103,132
2026-06-27,S101,P103,131
2026-06-28,S101,P103,130
2026-06-29,S101,P103,129
2026-06-30,S101,P103,128
2026-07-01,S101,P103,127
2026-07-02,S101,P103,126
2026-07-03,S101,P103,125
2026-07-04,S101,P103,124
2026-07-05,S101,P103,123
2026-07-06,S101,P103,122
2026-07-07,S101,P103,121
2026-07-08,S101,P103,120
2026-07-09,S101,P103,119
2026-07-10,S101,P103,118
2026-07-11,S101,P103,117
2026-07-12,S101,P103,116
2026-07-13,S101,P103,115
2026-07-14,S101,P103,114
2026-07-15,S101,P103,113
2026-07-16,S101,P103,112
2026-07-17,S101,P103,111
2026-07-18,S101,P103,110
2026-07-19,S101,P103,109
2026-07-20,S101,P103,108
2026-07-21,S101,P103,107
2026-07-22,S101,P103,106
2026-07-23,S101,P103,105
2026-07-24,S101,P103,104
2026-07-25,S101,P103,103
2026-07-26,S101,P103,102
2026-07-27,S101,P103,101
2026-07-28,S101,P103,100
2026-07-29,S101,P103,99
2026-07-30,S101,P103,98
2026-07-31,S101,P103,97
2026-08-01,S101,P103,96
2026-08-02,S101,P103,95
2026-08-03,S101,P103,94
2026-08-04,S101,P103,93
2026-08-05,S101,P103,92
2026-08-06,S101,P103,91
2026-08-07,S101,P103,90
2026-08-08,S101,P103,89
2026-08-09,S101,P103,88
2026-08-10,S101,P103,87
2026-08-11,S101,P103,86
2026-08-12,S101,P103,85
2026-08-13,S101,P103,84
2026-08-14,S101,P103,83
2026-08-15,S101,P103,82
2026-08-16,S101,P103,81
2026-08-17,S101,P103,80
2026-08-18,S101,P103,79
2026-08-19,S101,P103,78
2026-08-20,S101,P103,77
2026-08-21,S101,P103,76
2026-08-22,S101,P103,75
2026-08-23,S101,P103,74
2026-08-24,S101,P103,73
2026-08-25,S101,P103,72
2026-08-26,S101,P103,71
2026-08-27,S101,P103,70
2026-08-28,S101,P103,69
2026-08-29,S101,P103,68
2026-08-30,S101,P103,67
2026-08-31,S101,P103,66
2026-09-01,S101,P103,65
2026-09-02,S101,P103,64
2026-09-03,S101,P103,63
2026-09-04,S101,P103,62
2026-09-05,S101,P103,61
2026-06-08,S101,P104,38
2026-06-09,S101,P104,34
2026-06-10,S101,P104,30
2026-06-11,S101,P104,30
2026-06-12,S101,P104,30
2026-06-13,S101,P104,26
2026-06-14,S101,P104,25
2026-06-15,S101,P104,21
2026-06-16,S101,P104,19
2026-06-17,S101,P104,18
2026-06-18,S101,P104,16
2026-06-19,S101,P104,16
2026-06-20,S101,P104,15
2026-06-21,S101,P104,13
2026-06-22,S101,P104,61
2026-06-23,S101,P104,60
2026-06-24,S101,P104,57
2026-06-25,S101,P104,53
2026-06-26,S101,P104,51
2026-06-27,S101,P104,47
2026-06-28,S101,P104,43
2026-06-29,S101,P104,43
2026-06-30,S101,P104,39
2026-07-01,S101,P104,37
2026-07-02,S101,P104,37
2026-07-03,S101,P104,36
2026-07-04,S101,P104,34
2026-07-05,S101,P104,34
2026-07-06,S101,P104,34
2026-07-07,S101,P104,30
2026-07-08,S101,P104,29
2026-07-09,S101,P104,27
2026-07-10,S101,P104,25
2026-07-11,S101,P104,21
2026-07-12,S101,P104,20
2026-07-13,S101,P104,18
2026-07-14,S101,P104,17
2026-07-15,S101,P104,15
2026-07-16,S101,P104,11
2026-07-17,S101,P104,8
2026-07-18,S101,P104,6
2026-07-19,S101,P104,6
2026-07-20,S101,P104,56
2026-07-21,S101,P104,53
2026-07-22,S101,P104,51
2026-07-23,S101,P104,51
2026-07-24,S101,P104,51
2026-07-25,S101,P104,49
2026-07-26,S101,P104,48
2026-07-27,S101,P104,46
2026-07-28,S101,P104,45
2026-07-29,S101,P104,42
2026-07-30,S101,P104,38
2026-07-31,S101,P104,35
2026-08-01,S101,P104,31
2026-08-02,S101,P104,31
2026-08-03,S101,P104,31
2026-08-04,S101,P104,31
2026-08-05,S101,P104,30
2026-08-06,S101,P104,26
2026-08-07,S101,P104,26
2026-08-08,S101,P104,24
2026-08-09,S101,P104,20
2026-08-10,S101,P104,16
2026-08-11,S101,P104,15
2026-08-12,S101,P104,12
2026-08-13,S101,P104,11
2026-08-14,S101,P104,11
2026-08-15,S101,P104,9
2026-08-16,S101,P104,7
2026-08-17,S101,P104,57
2026-08-18,S101,P104,55
2026-08-19,S101,P104,54
2026-08-20,S101,P104,53
2026-08-21,S101,P104,53
2026-08-22,S101,P104,51
2026-08-23,S101,P104,47
2026-08-24,S101,P104,44
2026-08-25,S101,P104,40
2026-08-26,S101,P104,39
2026-08-27,S101,P104,38
2026-08-28,S101,P104,37
2026-08-29,S101,P104,36
2026-08-30,S101,P104,33
2026-08-31,S101,P104,33
2026-09-01,S101,P104,32
2026-09-02,S101,P104,30
2026-09-03,S101,P104,27
2026-09-04,S101,P104,26
2026-09-05,S101,P104,24
2026-06-08,S101,P105,49
2026-06-09,S101,P105,48
2026-06-10,S101,P105,44
2026-06-11,S101,P105,42
2026-06-12,S101,P105,40
2026-06-13,S101,P105,36
2026-06-14,S101,P105,33
2026-06-15,S101,P105,30
2026-06-16,S101,P105,28
2026-06-17,S101,P105,26
2026-06-18,S101,P105,25
2026-06-19,S101,P105,23
2026-06-20,S101,P105,19
2026-06-21,S101,P105,16
2026-06-22,S101,P105,63
2026-06-23,S101,P105,62
2026-06-24,S101,P105,59
2026-06-25,S101,P105,56
2026-06-26,S101,P105,51
2026-06-27,S101,P105,47
2026-06-28,S101,P105,42
2026-06-29,S101,P105,39
2026-06-30,S101,P105,38
2026-07-01,S101,P105,37
2026-07-02,S101,P105,34
2026-07-03,S101,P105,32
2026-07-04,S101,P105,27
2026-07-05,S101,P105,24
2026-07-06,S101,P105,73
2026-07-07,S101,P105,72
2026-07-08,S101,P105,67
2026-07-09,S101,P105,63
2026-07-10,S101,P105,60
2026-07-11,S101,P105,57
2026-07-12,S101,P105,53
2026-07-13,S101,P105,48
2026-07-14,S101,P105,43
2026-07-15,S101,P105,42
2026-07-16,S101,P105,38
2026-07-17,S101,P105,33
2026-07-18,S101,P105,31
2026-07-19,S101,P105,28
2026-07-20,S101,P105,77
2026-07-21,S101,P105,73
2026-07-22,S101,P105,72
2026-07-23,S101,P105,67
2026-07-24,S101,P105,62
2026-07-25,S101,P105,60
2026-07-26,S101,P105,57
2026-07-27,S101,P105,53
2026-07-28,S101,P105,52
2026-07-29,S101,P105,49
2026-07-30,S101,P105,44
2026-07-31,S101,P105,41
2026-08-01,S101,P105,40
2026-08-02,S101,P105,37
2026-08-03,S101,P105,32
2026-08-04,S101,P105,29
2026-08-05,S101,P105,25
2026-08-06,S101,P105,22
2026-08-07,S101,P105,18
2026-08-08,S101,P105,15
2026-08-09,S101,P105,10
2026-08-10,S101,P105,8
2026-08-11,S101,P105,6
2026-08-12,S101,P105,5
2026-08-13,S101,P105,5
2026-08-14,S101,P105,5
2026-08-15,S101,P105,5
2026-08-16,S101,P105,5
2026-08-17,S101,P105,52
2026-08-18,S101,P105,48
2026-08-19,S101,P105,43
2026-08-20,S101,P105,42
2026-08-21,S101,P105,39
2026-08-22,S101,P105,36
2026-08-23,S101,P105,34
2026-08-24,S101,P105,30
2026-08-25,S101,P105,25
2026-08-26,S101,P105,20
2026-08-27,S101,P105,17
2026-08-28,S101,P105,13
2026-08-29,S101,P105,9
2026-08-30,S101,P105,5
2026-08-31,S101,P105,53
2026-09-01,S101,P105,48
2026-09-02,S101,P105,44
2026-09-03,S101,P105,42
2026-09-04,S101,P105,41
2026-09-05,S101,P105,38
2026-06-08,S101,P106,113
2026-06-09,S101,P106,109
2026-06-10,S101,P106,104
2026-06-11,S101,P106,98
2026-06-12,S101,P106,93
2026-06-13,S101,P106,88
2026-06-14,S101,P106,83
2026-06-15,S101,P106,79
2026-06-16,S101,P106,75
2026-06-17,S101,P106,70
2026-06-18,S101,P106,63
2026-06-19,S101,P106,55
2026-06-20,S101,P106,51
2026-06-21,S101,P106,44
2026-06-22,S101,P106,37
2026-06-23,S101,P106,29
2026-06-24,S101,P106,24
2026-06-25,S101,P106,17
2026-06-26,S101,P106,10
2026-06-27,S101,P106,5
2026-06-28,S101,P106,5
2026-06-29,S101,P106,5
2026-06-30,S101,P106,5
2026-07-01,S101,P106,5
2026-07-02,S101,P106,5
2026-07-03,S101,P106,5
2026-07-04,S101,P106,5
2026-07-05,S101,P106,5
2026-07-06,S101,P106,48
2026-07-07,S101,P106,44
2026-07-08,S101,P106,36
2026-07-09,S101,P106,31
2026-07-10,S101,P106,27
2026-07-11,S101,P106,20
2026-07-12,S101,P106,15
2026-07-13,S101,P106,8
2026-07-14,S101,P106,5
2026-07-15,S101,P106,5
2026-07-16,S101,P106,5
2026-07-17,S101,P106,5
2026-07-18,S101,P106,5
2026-07-19,S101,P106,5
2026-07-20,S101,P106,47
2026-07-21,S101,P106,40
2026-07-22,S101,P106,32
2026-07-23,S101,P106,25
2026-07-24,S101,P106,20
2026-07-25,S101,P106,13
2026-07-26,S101,P106,6
2026-07-27,S101,P106,5
2026-07-28,S101,P106,5
2026-07-29,S101,P106,5
2026-07-30,S101,P106,5
2026-07-31,S101,P106,5
2026-08-01,S101,P106,5
2026-08-02,S101,P106,5
2026-08-03,S101,P106,48
2026-08-04,S101,P106,44
2026-08-05,S101,P106,38
2026-08-06,S101,P106,33
2026-08-07,S101,P106,27
2026-08-08,S101,P106,21
2026-08-09,S101,P106,15
2026-08-10,S101,P106,7
2026-08-11,S101,P106,5
2026-08-12,S101,P106,5
2026-08-13,S101,P106,5
2026-08-14,S101,P106,5
2026-08-15,S101,P106,5
2026-08-16,S101,P106,5
2026-08-17,S101,P106,50
2026-08-18,S101,P106,46
2026-08-19,S101,P106,39
2026-08-20,S101,P106,32
2026-08-21,S101,P106,26
2026-08-22,S101,P106,18
2026-08-23,S101,P106,11
2026-08-24,S101,P106,5
2026-08-25,S101,P106,5
2026-08-26,S101,P106,5
2026-08-27,S101,P106,5
2026-08-28,S101,P106,5
2026-08-29,S101,P106,5
2026-08-30,S101,P106,5
2026-08-31,S101,P106,47
2026-09-01,S101,P106,40
2026-09-02,S101,P106,33
2026-09-03,S101,P106,29
2026-09-04,S101,P106,23
2026-09-05,S101,P106,17
2026-06-08,S101,P107,86
2026-06-09,S101,P107,79
2026-06-10,S101,P107,72
2026-06-11,S101,P107,68
2026-06-12,S101,P107,62
2026-06-13,S101,P107,58
2026-06-14,S101,P107,53
2026-06-15,S101,P107,47
2026-06-16,S101,P107,41
2026-06-17,S101,P107,38
2026-06-18,S101,P107,32
2026-06-19,S101,P107,27
2026-06-20,S101,P107,21
2026-06-21,S101,P107,17
2026-06-22,S101,P107,61
2026-06-23,S101,P107,57
2026-06-24,S101,P107,50
2026-06-25,S101,P107,43
2026-06-26,S101,P107,40
2026-06-27,S101,P107,34
2026-06-28,S101,P107,27
2026-06-29,S101,P107,20
2026-06-30,S101,P107,17
2026-07-01,S101,P107,14
2026-07-02,S101,P107,8
2026-07-03,S101,P107,5
2026-07-04,S101,P107,5
2026-07-05,S101,P107,5
2026-07-06,S101,P107,52
2026-07-07,S101,P107,47
2026-07-08,S101,P107,41
2026-07-09,S101,P107,36
2026-07-10,S101,P107,32
2026-07-11,S101,P107,26
2026-07-12,S101,P107,21
2026-07-13,S101,P107,16
2026-07-14,S101,P107,10
2026-07-15,S101,P107,5
2026-07-16,S101,P107,5
2026-07-17,S101,P107,5
2026-07-18,S101,P107,5
2026-07-19,S101,P107,5
2026-07-20,S101,P107,52
2026-07-21,S101,P107,45
2026-07-22,S101,P107,42
2026-07-23,S101,P107,37
2026-07-24,S101,P107,33
2026-07-25,S101,P107,30
2026-07-26,S101,P107,27
2026-07-27,S101,P107,24
2026-07-28,S101,P107,20
2026-07-29,S101,P107,16
2026-07-30,S101,P107,13
2026-07-31,S101,P107,6
2026-08-01,S101,P107,5
2026-08-02,S101,P107,5
2026-08-03,S101,P107,51
2026-08-04,S101,P107,45
2026-08-05,S101,P107,42
2026-08-06,S101,P107,35
2026-08-07,S101,P107,31
2026-08-08,S101,P107,25
2026-08-09,S101,P107,20
2026-08-10,S101,P107,15
2026-08-11,S101,P107,11
2026-08-12,S101,P107,5
2026-08-13,S101,P107,5
2026-08-14,S101,P107,5
2026-08-15,S101,P107,5
2026-08-16,S101,P107,5
2026-08-17,S101,P107,52
2026-08-18,S101,P107,45
2026-08-19,S101,P107,42
2026-08-20,S101,P107,37
2026-08-21,S101,P107,30
2026-08-22,S101,P107,24
2026-08-23,S101,P107,18
2026-08-24,S101,P107,14
2026-08-25,S101,P107,11
2026-08-26,S101,P107,5
2026-08-27,S101,P107,5
2026-08-28,S101,P107,5
2026-08-29,S101,P107,5
2026-08-30,S101,P107,5
2026-08-31,S101,P107,52
2026-09-01,S101,P107,45
2026-09-02,S101,P107,42
2026-09-03,S101,P107,37
2026-09-04,S101,P107,30
2026-09-05,S101,P107,24
2026-06-08,S101,P108,200
2026-06-09,S101,P108,198
2026-06-10,S101,P108,196
2026-06-11,S101,P108,194
2026-06-12,S101,P108,192
2026-06-13,S101,P108,190
2026-06-14,S101,P108,188
2026-06-15,S101,P108,186
2026-06-16,S101,P108,184
2026-06-17,S101,P108,182
2026-06-18,S101,P108,180
2026-06-19,S101,P108,178
2026-06-20,S101,P108,176
2026-06-21,S101,P108,174
2026-06-22,S101,P108,172
2026-06-23,S101,P108,170
2026-06-24,S101,P108,168
2026-06-25,S101,P108,166
2026-06-26,S101,P108,164
2026-06-27,S101,P108,162
2026-06-28,S101,P108,160
2026-06-29,S101,P108,158
2026-06-30,S101,P108,156
2026-07-01,S101,P108,154
2026-07-02,S101,P108,152
2026-07-03,S101,P108,150
2026-07-04,S101,P108,148
2026-07-05,S101,P108,146
2026-07-06,S101,P108,144
2026-07-07,S101,P108,142
2026-07-08,S101,P108,140
2026-07-09,S101,P108,138
2026-07-10,S101,P108,136
2026-07-11,S101,P108,134
2026-07-12,S101,P108,132
2026-07-13,S101,P108,130
2026-07-14,S101,P108,128
2026-07-15,S101,P108,126
2026-07-16,S101,P108,124
2026-07-17,S101,P108,122
2026-07-18,S101,P108,120
2026-07-19,S101,P108,118
2026-07-20,S101,P108,116
2026-07-21,S101,P108,114
2026-07-22,S101,P108,112
2026-07-23,S101,P108,110
2026-07-24,S101,P108,108
2026-07-25,S101,P108,106
2026-07-26,S101,P108,104
2026-07-27,S101,P108,102
2026-07-28,S101,P108,100
2026-07-29,S101,P108,98
2026-07-30,S101,P108,96
2026-07-31,S101,P108,94
2026-08-01,S101,P108,92
2026-08-02,S101,P108,90
2026-08-03,S101,P108,88
2026-08-04,S101,P108,86
2026-08-05,S101,P108,84
2026-08-06,S101,P108,82
2026-08-07,S101,P108,80
2026-08-08,S101,P108,78
2026-08-09,S101,P108,76
2026-08-10,S101,P108,74
2026-08-11,S101,P108,72
2026-08-12,S101,P108,70
2026-08-13,S101,P108,68
2026-08-14,S101,P108,66
2026-08-15,S101,P108,64
2026-08-16,S101,P108,62
2026-08-17,S101,P108,60
2026-08-18,S101,P108,58
2026-08-19,S101,P108,56
2026-08-20,S101,P108,54
2026-08-21,S101,P108,52
2026-08-22,S101,P108,50
2026-08-23,S101,P108,48
2026-08-24,S101,P108,46
2026-08-25,S101,P108,44
2026-08-26,S101,P108,42
2026-08-27,S101,P108,40
2026-08-28,S101,P108,38
2026-08-29,S101,P108,36
2026-08-30,S101,P108,34
2026-08-31,S101,P108,32
2026-09-01,S101,P108,12
2026-09-02,S101,P108,8
2026-09-03,S101,P108,4
2026-09-04,S101,P108,3
2026-09-05,S101,P108,3
2026-06-08,S101,P109,111
2026-06-09,S101,P109,108
2026-06-10,S101,P109,105
2026-06-11,S101,P109,102
2026-06-12,S101,P109,100
2026-06-13,S101,P109,99
2026-06-14,S101,P109,99
2026-06-15,S101,P109,97
2026-06-16,S101,P109,94
2026-06-17,S101,P109,94
2026-06-18,S101,P109,94
2026-06-19,S101,P109,91
2026-06-20,S101,P109,88
2026-06-21,S101,P109,88
2026-06-22,S101,P109,84
2026-06-23,S101,P109,84
2026-06-24,S101,P109,83
2026-06-25,S101,P109,82
2026-06-26,S101,P109,78
2026-06-27,S101,P109,76
2026-06-28,S101,P109,76
2026-06-29,S101,P109,75
2026-06-30,S101,P109,75
2026-07-01,S101,P109,71
2026-07-02,S101,P109,68
2026-07-03,S101,P109,64
2026-07-04,S101,P109,60
2026-07-05,S101,P109,56
2026-07-06,S101,P109,55
2026-07-07,S101,P109,51
2026-07-08,S101,P109,48
2026-07-09,S101,P109,45
2026-07-10,S101,P109,42
2026-07-11,S101,P109,40
2026-07-12,S101,P109,36
2026-07-13,S101,P109,33
2026-07-14,S101,P109,31
2026-07-15,S101,P109,27
2026-07-16,S101,P109,23
2026-07-17,S101,P109,23
2026-07-18,S101,P109,19
2026-07-19,S101,P109,19
2026-07-20,S101,P109,68
2026-07-21,S101,P109,67
2026-07-22,S101,P109,65
2026-07-23,S101,P109,65
2026-07-24,S101,P109,64
2026-07-25,S101,P109,63
2026-07-26,S101,P109,62
2026-07-27,S101,P109,58
2026-07-28,S101,P109,58
2026-07-29,S101,P109,57
2026-07-30,S101,P109,57
2026-07-31,S101,P109,54
2026-08-01,S101,P109,51
2026-08-02,S101,P109,47
2026-08-03,S101,P109,44
2026-08-04,S101,P109,42
2026-08-05,S101,P109,42
2026-08-06,S101,P109,41
2026-08-07,S101,P109,39
2026-08-08,S101,P109,37
2026-08-09,S101,P109,34
2026-08-10,S101,P109,34
2026-08-11,S101,P109,33
2026-08-12,S101,P109,31
2026-08-13,S101,P109,27
2026-08-14,S101,P109,26
2026-08-15,S101,P109,23
2026-08-16,S101,P109,23
2026-08-17,S101,P109,69
2026-08-18,S101,P109,68
2026-08-19,S101,P109,67
2026-08-20,S101,P109,65
2026-08-21,S101,P109,64
2026-08-22,S101,P109,64
2026-08-23,S101,P109,64
2026-08-24,S101,P109,63
2026-08-25,S101,P109,61
2026-08-26,S101,P109,57
2026-08-27,S101,P109,53
2026-08-28,S101,P109,51
2026-08-29,S101,P109,48
2026-08-30,S101,P109,48
2026-08-31,S101,P109,45
2026-09-01,S101,P109,43
2026-09-02,S101,P109,40
2026-09-03,S101,P109,38
2026-09-04,S101,P109,34
2026-09-05,S101,P109,30
2026-06-08,S101,P110,93
2026-06-09,S101,P110,86
2026-06-10,S101,P110,83
2026-06-11,S101,P110,77
2026-06-12,S101,P110,72
2026-06-13,S101,P110,65
2026-06-14,S101,P110,60
2026-06-15,S101,P110,57
2026-06-16,S101,P110,54
2026-06-17,S101,P110,50
2026-06-18,S101,P110,43
2026-06-19,S101,P110,36
2026-06-20,S101,P110,33
2026-06-21,S101,P110,28
2026-06-22,S101,P110,71
2026-06-23,S101,P110,68
2026-06-24,S101,P110,64
2026-06-25,S101,P110,58
2026-06-26,S101,P110,51
2026-06-27,S101,P110,45
2026-06-28,S101,P110,40
2026-06-29,S101,P110,36
2026-06-30,S101,P110,29
2026-07-01,S101,P110,23
2026-07-02,S101,P110,17
2026-07-03,S101,P110,14
2026-07-04,S101,P110,8
2026-07-05,S101,P110,5
2026-07-06,S101,P110,49
2026-07-07,S101,P110,44
2026-07-08,S101,P110,39
2026-07-09,S101,P110,36
2026-07-10,S101,P110,32
2026-07-11,S101,P110,27
2026-07-12,S101,P110,21
2026-07-13,S101,P110,15
2026-07-14,S101,P110,10
2026-07-15,S101,P110,5
2026-07-16,S101,P110,5
2026-07-17,S101,P110,5
2026-07-18,S101,P110,5
2026-07-19,S101,P110,5
2026-07-20,S101,P110,50
2026-07-21,S101,P110,45
2026-07-22,S101,P110,40
2026-07-23,S101,P110,37
2026-07-24,S101,P110,31
2026-07-25,S101,P110,24
2026-07-26,S101,P110,21
2026-07-27,S101,P110,14
2026-07-28,S101,P110,8
2026-07-29,S101,P110,5
2026-07-30,S101,P110,5
2026-07-31,S101,P110,5
2026-08-01,S101,P110,5
2026-08-02,S101,P110,5
2026-08-03,S101,P110,48
2026-08-04,S101,P110,42
2026-08-05,S101,P110,36
2026-08-06,S101,P110,33
2026-08-07,S101,P110,29
2026-08-08,S101,P110,24
2026-08-09,S101,P110,17
2026-08-10,S101,P110,13
2026-08-11,S101,P110,8
2026-08-12,S101,P110,5
2026-08-13,S101,P110,5
2026-08-14,S101,P110,5
2026-08-15,S101,P110,5
2026-08-16,S101,P110,5
2026-08-17,S101,P110,51
2026-08-18,S101,P110,47
2026-08-19,S101,P110,42
2026-08-20,S101,P110,35
2026-08-21,S101,P110,32
2026-08-22,S101,P110,25
2026-08-23,S101,P110,19
2026-08-24,S101,P110,16
2026-08-25,S101,P110,12
2026-08-26,S101,P110,9
2026-08-27,S101,P110,5
2026-08-28,S101,P110,5
2026-08-29,S101,P110,5
2026-08-30,S101,P110,5
2026-08-31,S101,P110,50
2026-09-01,S101,P110,43
2026-09-02,S101,P110,38
2026-09-03,S101,P110,32
2026-09-04,S101,P110,26
2026-09-05,S101,P110,20
2026-06-08,S101,P111,93
2026-06-09,S101,P111,91
2026-06-10,S101,P111,87
2026-06-11,S101,P111,85
2026-06-12,S101,P111,80
2026-06-13,S101,P111,75
2026-06-14,S101,P111,73
2026-06-15,S101,P111,72
2026-06-16,S101,P111,69
2026-06-17,S101,P111,65
2026-06-18,S101,P111,62
2026-06-19,S101,P111,57
2026-06-20,S101,P111,54
2026-06-21,S101,P111,53
2026-06-22,S101,P111,50
2026-06-23,S101,P111,47
2026-06-24,S101,P111,42
2026-06-25,S101,P111,37
2026-06-26,S101,P111,33
2026-06-27,S101,P111,31
2026-06-28,S101,P111,27
2026-06-29,S101,P111,22
2026-06-30,S101,P111,18
2026-07-01,S101,P111,15
2026-07-02,S101,P111,12
2026-07-03,S101,P111,7
2026-07-04,S101,P111,5
2026-07-05,S101,P111,5
2026-07-06,S101,P111,51
2026-07-07,S101,P111,48
2026-07-08,S101,P111,46
